Komentar,text_clean,Label_Teks,Label_Angka
"sebenernya ga masalah tarif naik karena subsidinya dibilang terlalu besar, tapi yg bikin lucu abdi negara di gratisin. Padahal gaji mereka di DKI gede. 😂😂",sebenernya tidak masalah tarif naik subsidi bilang terlalu besar tapi bikin lucu abdi negara gratisin padahal gaji di dki gede,Negatif,-1
Sebut saja mawar Jangan naik dongg 10-27 0 Reply,sebut mawar jangan naik dongg,Negatif,-1
SEDIH😭😭😭,sedih,Negatif,-1
sedih ih mslhnya gaji g naik😞,sedih ih mslhnya gaji g naik,Negatif,-1
"segalanya semuanya naik, gajih kagak2 naik2",segala semua naik gajih kagak naik,Negatif,-1
sejarah baru di pimpinan nya ini baru naik biaya transjakarta hadehhhh,sejarah baru pimpin ini baru naik biaya transjakarta hadeh,Negatif,-1
seje semua pada naik ya wkwkwk gaji under umr bela2in hemat naik tj karna lrt udah mahal eh naik juga tj nya😅😅 10-27 0 Reply,seje semua naik gaji under umr bain hemat naik transjakarta lrt udah mahal eh naik transjakarta reply,Negatif,-1
"sekalinya muncul bikin kebijakan begini, apbd paling gede masih aja di naik naikin.",sekali muncul bijak begini apbd paling gede saja naik naikin,Negatif,-1
Sekali2 rasain naik tj di jam 6.. sape si yg milih die jadi gubernurrrr!!!! LUCU,sekali rasain naik transjakarta jam sape yang milih die jadi gubernur lucu,Negatif,-1
sekali tap 7rb isi saldo di halte 10rb kepotong admin sisa 8.500 itu cuma bisa sekali tap doang abis itu harus isi lagi🥲,sekali tempel rb isi uang halte rb potong admin sisa cuma sekali tempel doang abis harus isi,Negatif,-1
"Pak 7000 sekali tap, gw aja pernah ke potong 3x pak klo 7000 jadi 21 ribu gitu :)",sekali tempel saja pernah potong x kalau jadi ribu gitu,Negatif,-1
"dari sekian banyak aspek, kenapa tarif tj yg naik😤😤😤",sekian banyak aspek tarif transjakarta naik,Negatif,-1
Semangat dan sehat selalu buat kita pejuang nafkah keluarga ataupun pelajar/mahasiswa yang kena imbas kenaikan tarif ini ♥,semangat sehat selalu buat juang nafkah keluarga atau ajar mahasiswa kena imbas naik tarif,Negatif,-1
"semenjak abis korona sampe skrg g naik""",semenjak abis korona sampe skrg g naik,Negatif,-1
semuanya aj pd naik arghhhhh bikin stres 😩,semua pd naik argh stres,Negatif,-1
semuanya aja dinaikin ajg,semua dinaikin ajg,Negatif,-1
"semua dinaikin,dan jaklingko mau diberlakukan berbayar,hadehh pak pak,kamu lupa ya sama janji janjimu sebelum jadi gub,, mana janjimu yg dulu pak,yg katanya mau mensejahterakan rakyat,mala yg ada mau menjatuhkan rakyat,oiya ditambah daftar online pangan subsidi susah banget semenjak pak pram jadi gub,hayo pak perbaiki kinerjamu pak,supaya rakyat sejahtera 🙏🙏",semua dinaikin mikrotrans mau laku bayar hadehh kamu lupa sama janji janji jadi gubernur mana janji dulu kata mau sejahtera rakyat mala yang ada mau jatuh rakyat oiya tambah daftar online pangan subsidi susah semenjak pram jadi gubernur hayo baik kerja pak supaya rakyat sejahtera,Negatif,-1
"Semua naik , cuma gaji yang ga naik naik🗿",semua naik cuma gaji tidak naik naik,Negatif,-1
"semua naik harusnya gaji juga naik karna banyak karyawan gadi dibawah umr seperti saya dengan gaji 3.5 juta harus bertarung dijakarta dengan kos 800 ribu dengan ditambah biaya makan dan alat transportasi lainya untuk menuju halte dan juga biaya makan dijakarta lumayan tidak murah dan harus bertarung menghidupi keluarga ,,,tolong kementrian ketenagakerjaan untuk PT perusahaan gaji di pukul rata UMK tidak seperti saya kerja di PT gede gaji dibawah UMK tidak ada ketegasan dinegara sendiri soal keadilan bagi rakyat bawah",semua naik harus gaji naik banyak karyawan gadi bawah umr saya gaji juta tarung dijakarta kos ribu tambah biaya makan alat transportasi lai tuju halte juga biaya makan dijakarta lumayan tidak murah harus tarung hidup keluarga tri ketenagakerjaan pt usaha gaji pukul rata umk tidak saya kerja pt gede gaji bawah umk tidak tegas negara sendiri soal adil rakyat bawah,Negatif,-1
semua orang harus nya bayar termasuk PNS yg gratis siswa aja dan mahasiswa kalau pekerja d samaratakan,semua orang nya bayar masuk pns gratis siswa dan mahasiswa kalau kerja samaratakan,Negatif,-1
semua yg punya gaji bakalan naik motor pribadi,semua punya gaji bakal naik motor pribadi,Negatif,-1
semua serba naik,semua serba naik,Negatif,-1
"semuaaaaa naik, heran !",semua naik heran,Negatif,-1
Senen bsk aku hari pertama kerja udh press bgt mau naik trasum dijabanin waktu soalnya klo naik ojol 2x lipat ehh dinaikin 5k 😭😭😭😭,senen bsk hari pertama kerja press mau naik trasum dijabanin waktu soal kalau naik ojol x lipat ehh dinaikin k,Negatif,-1
sengaja kuliah ga naik motor biar hemat malah skrg tarif nya naik🥺🥺,sengaja kuliah tidak naik motor hemat malah skrg tarif naik,Negatif,-1
"sengaja naik transum buat hemat malah ini dinaikan,, gila sih 😌gaji aja dipotong pajak tanpa sepengetahuan lah ini masa mau dinaikin sih pak.. gak stuju saya",sengaja naik transportasi umum buat hemat malah naik gila gaji potong pajak tahu lah masa mau dinaikin pak stuju,Negatif,-1
"sepertinya blm layak naik ya krna masih banyk yang bermasalah , antrian membeludak , armada bis sedikit , menunggu bis ber jam"" , sesak padat , dan berdiri ber jam"" ,, krena jalur tj pun sma seperti jalur biasa maceett lebih baik benahi dlu baru naikin tarif",seperti belum layak naik krna banyk masalah antri beludak armada bis sedikit tunggu bis ber jam sesak padat diri ber jam krena jalur transjakarta sma jalur biasa maceett lebih baik benah dulu baru naikin tarif,Negatif,-1
"AKAN SEPI PENUMPANG KLO JADI TARIF NYA NAIK,..",sepi tumpang kalau jadi tarif naik,Negatif,-1
"terserah anda pa boss, suka"" anda yg penting anda senang,keresahan rakyat mah ga usah d pikirkan.",serah pa boss suka yang penting senang resah rakyat tidak usah pikir,Negatif,-1
"3500 sering kali kpotong 2x,klu naik udh taping trun hrsnya g ush tap lg.gr2 sinyal jg sering kpotong 2x.msh mau di naikin",sering kali kpotong x klu naik taping trun hrsnya g ush tempel lg gr sinyal jg sering kpotong x mau naikin,Negatif,-1
"3500 aja sering kepotong 2x pak, mau naik 7000 sekali jalan, kalau kepotong 2x jadi 14.000 amsyong pak. Saran mending diperbaikin dulu mesin tap in tap out nya dulu pak !!!",sering potong x mau naik sekali jalan kalau potong x jadi amsyong saran mending diperbaikin dulu mesin tempel in tempel out dulu,Negatif,-1
3500 sering kepotong 2x😭😭😭 tulung,sering potong x tulung,Negatif,-1
"Serius? bukannya nolak si, kadang yg 3.500 aja kepotong 2x",serius bukan nolak kadang saja potong x,Negatif,-1
"ini serius jd 7000? mahal bgttt, naiknya 100%",serius mahal naik,Negatif,-1
"Serius aja Weh gaji 2jt belum makan, sama transportasi yg harus naik, Itu gak salah makin miskin dong pak masyarakat nya kalau gitu",serius weh gaji jt belum makan sama transportasi harus naik gak salah makin miskin pak masyarakat kalau gitu,Negatif,-1
"shanks sedih ih, inflasi tp UMR sgitu2 aja😞 10-26 3 Reply",shanks sedih ih inflasi tapi umr sgitu reply,Negatif,-1
sharingsantaigbk yaelah cuma goceng bisa sampe bogor coba kurang baik apa coba pemrov dki 10-26 1 Reply,sharingsantaigbk yaelah cuma lima ribu sampe bogor coba kurang baik apa coba pemrov dki,Negatif,-1
sharusnyaaa..... tuuccchhh......duwiiitt.....dari korupsi.....ituu....bwt kpentingan rakyattt.......doooonk.....,sharusnya tuuch duwitt korupsi ituu bwt kpentingan rakyat donk,Negatif,-1
"ShfaLrndni 20rb biasanya bisa 3-4 hari, ini jadi 2hari doang lumayan berasa buat yg dibawah umr😔🙏🏻 10-29 2 Reply",shfalrndni rb biasa hari jadi hari doang lumayan asa buat bawah umr,Negatif,-1
"Shiyelaaa Ini kan transum ya sudah sepatutnya ada subsidi yg ditanggung pemerintah, alokasikan sebagian dana kelolaan pemerintah buat dukung mobilitas masyarakat. Kenaikan ini dirasa justru memberatkan masyarakat disaat upah yg diterima kenaikannya berbanding terbalik dengan biaya hidup yg sifatnya eksponensial. Coba dipertimbangkan kembali, mungkin ada anggaran yg bisa ditrade off dg mengakomodir armada transum lebih banyak dan nyaman lagi 10-27 3 Reply",shiyela kan transportasi umum sudah patut subsidi tanggung perintah alokasi bagi dana kelola perintah buat dukung mobilitas masyarakat naik rasa justru berat masyarakat saat upah terima naik banding balik biaya hidup sifat eksponensial coba timbang mungkin anggar bisa ditrade off mengakomodir armada transportasi umum lebih banyak nyaman reply,Negatif,-1
"siaaap siaaap makin macet, namanya public consume kok mikir untung dan berat utk bayarin subsidi hadueh 😏",siap siap makin macet nama public consume mikir untung berat bayarin subsidi hadueh,Negatif,-1
"Siap2 ini bakal banyak orang yg bakal tidak naik TJ lagi dan beralih ke kendaraan pribadi, dan itu akan menambah kemacetan",siap bakal banyak orang bakal tidak naik transjakarta alih kendara pribadi dan itu tambah macet,Negatif,-1
siap² makin macet,siap makin macet,Negatif,-1
siap2 jaklingko bakal dikenakan tarif,siap mikrotrans bakal kena tarif,Negatif,-1
siap2 aja pada beralih ngga make tj mending naik motor ini mah kalo pengguna motor.. mending gojek kalo deket sekalian wkwkw,siap pada alih ngga make transjakarta mending naik motor mah kalau guna motor mending gojek kalau deket sekali wkwkw,Negatif,-1
siap² juga macet beralih ke kendaraan pribadi,siap macet alih kendara pribadi,Negatif,-1
siap” pada pilih naik motor,siap pilih naik motor,Negatif,-1
Siap Siap Beralih Ke mmk Mobil Pribadi Atau Motor Pribadi Biar Tambah Macet. Di Naiki TJ Klo Jalur TJ Bebas Sama aja Udh Itu Penuh Pula ogah bngt udh naik sm Aja.,siap siap alih mmk mobil pribadi motor pribadi tambah macet naik transjakarta kalau jalur transjakarta bebas sama penuh ogah bngt sudah naik sm,Negatif,-1
"siap siap jakarta jadi macet total,Anis dulu bikin trans utk mengurangi macet, tarif dinaiki, masyarakat Balik k kendaraan pribadi maka JKT akan macet",siap siap jakarta jadi macet total anis dulu trans kurang macet tarif naik masyarakat balik k kendara pribadi jkt macet,Negatif,-1
siap siap jakarta makin macet😁😁,siap siap jakarta makin macet,Negatif,-1
siap siap jakarta penuh sesak motor dan Tj hanya untuk pemegang kartu gratis ASN TNI dll,siap siap jakarta penuh sesak motor transjakarta untuk pegang kartu gratis asn tni,Negatif,-1
siap siap jakarta tambah macet pada beralih ke kendaraan pribadi lagi,siap siap jakarta tambah macet alih kendara pribadi,Negatif,-1
siap siap KRL rame banget pasti 😭,siap siap krl rame pasti,Negatif,-1
siap siap juga kita beralih ke kendaraan pribadi 😂,siap siap kita alih kendara pribadi,Negatif,-1
"siap siap naik motor lagi dah.... #baru seminggu naik KRL dan TJ, yasudlah...",siap siap naik motor dah minggu naik krl transjakarta yasudlah,Negatif,-1
siap siap Tj sepi dan motor bikin macet,siap siap transjakarta sepi motor macet,Negatif,-1
Siapa yang bilang gpp?,siapa bilang gpp,Negatif,-1
siapa yg milih dia,siapa milih,Negatif,-1
siapa yg milih nih wkwk,siapa milih,Negatif,-1
ini siapa yang ngusulin... sih😳,siapa ngusulin,Negatif,-1
"siapa yang ngusulin, ga ngotak...ente udah koreksi rakyat konoha saat ini blm, tidur mulu ente...",siapa ngusulin tidak ngotak ente udah koreksi rakyat konoha ini belum tidur mulu ente,Negatif,-1
SIAPAAAAA YG NGUSULIN KOCAK,siapa ngusulin kocak,Negatif,-1
gua sih kgk setuju banget. KLO misalnya mau di naikin itu armada bus Transjakarta di tambah lagi semua koridor sama falitas yah di tambah.,sih kgk tuju kalau misal mau naikin armada bus transjakarta tambah semua koridor sama falitas di tambah,Negatif,-1
"sistemnya benerin, sering bgt kepotong dobel tap in tap out. kalau naik begini kebayang ga dengan sistem yang belum bener gini?",sistem benerin sering potong dobel tempel in tempel out kalau naik begini bayang tidak sistem belum benar gin,Negatif,-1
skli jln 10k 🤣🤣🤣👎,skli jln k,Negatif,-1
slipperyslipper HALAH KALO MASIH KEPOTONG 2X BUAT APAAAAAA? akal2 an aje najooooong 10-28 0 Reply,slipperyslipper halah kalau potong x buat apa akal an aje najong,Negatif,-1
Slogan partai si Anung ..pro rakyat ...preettt cuan di Pemda DKI gilaak ..bejibun ..,slogan partai anung pro rakyat preet cuan pemda dki gilaak bejibun,Negatif,-1
di smg aja naik jd 4k,smg naik k,Negatif,-1
smga aja Tuhan lenyapkn itu busway biar GK nyusahke masyarakat,smga tuhan lenyapkn busway gk nyusahke masyarakat,Negatif,-1
"snoopcatt ya lu belom pernah aja jadi tulang punggung, orang yg 70-80% pendapatan dipake buat bantu keluarga. mau hemat segimanapun lagi udah gak bisa. bahkan dibilang ""beli jago aja 7k"", ga tau aja bisa beli itu seminggu sekali udah kemewahan. 10-26 28 Reply",snoopcatt kamu bom pernah jadi tulang punggung orang dapat dipake buat bantu keluarga mau hemat segimanapun udah bahkan bilang beli jago k tidak saja bisa beli minggu sekali udah mewah,Negatif,-1
sonyagesta yg bayar pada berdiri tulung2 semoga gaji rakyat yg kerja di naikin wajar ngeluh karna gaji nya masih di bawa UMR 10-29 0 Reply,sonyagesta bayar diri tulung moga gaji rakyat kerja naikin wajar ngeluh gaji masih bawa umr,Negatif,-1
sonyagesta klw Kya gini ribut kan kenapa hrs di Adain kartu geratis ujung2 nya naik ke kita2 enak yg pake kartu geratis udah gtu minta di suruh duduk yg byr PDA 10-29 0 Reply,sonyagesta klw kya gin ribut kenapa hrs adakan kartu gerat ujung naik kita enak pake kartu gerat udah gtu minta suruh duduk byr pda,Negatif,-1
"sopabopaa Apa2 naik, tapi gaji kagak naikk jd yg stabil ekonomi siapa 10-29 0 Reply",sopabopaa apa naik tapi gaji kagak naikk yang stabil ekonomi siapa,Negatif,-1
sour candy Klo mau naik 5rb better semua halte memadai dulu jgn turun turun di pinggir jalan yg endingnya malah jd tap 2-3x klo hrs transit. ini yg bikin boncos masyarakat juga. 10-26 74 Reply,sour candy kalau mau naik rb better semua halte pada dulu turun turun pinggir jalan endingnya malah tempel x kalau hrs transit yang boncos masyarakat reply,Negatif,-1
"SPBU swasta di dzolimi, Transum bakal naik sudah saatnya beat karbu itu aktif lagi",spbu swasta dzolimi transportasi umum bakal naik saat beat karbu aktif,Negatif,-1
"Spicy Lemonade Woi ini gimana klo dari brt transit ke non brt kan harus tap in 2x, berasa bgt dong sekali jalan 10k yg harusnya cuma 7k.... kasihannya rakyat.... 10-27 0 Reply",spicy lemonade woi gimana kalau brt transit non brt harus tempel in x asa dong sekali jalan k harus cuma k kasihan rakyat,Negatif,-1
"stop bikin masyarakat males naek transum kek, udh nunggu bus nya lama, kadang overload sampe kyk ikan sarden, ini lagi harganya dinaekin😭😭😭",stop masyarakat males naik transportasi umum sudah nunggu bus lama kadang overload sampe kyk ikan sarden lagi harga dinaekin,Negatif,-1
"stop paa, gajih sayaa sudah melilit",stop paa gajih sayaa lilit,Negatif,-1
stres fasilitas jelek kusem kecil eh malah naik 3500 aja buat kaum bwh udh ngos² an,stres fasilitas jelek kusem kecil eh malah naik buat kaum bwh ngos an,Negatif,-1
stress ah😔gaji ga naik tapi trasum pada naik,stress ahgaji tidak naik tapi trasum naik,Negatif,-1
Subsidi 9.700 artinya lebih rendah dari tahun2 sebelumnya kan ? kok malah dinaikin tarifnya 😂,subsidi arti lebih rendah tahun belum kok malah dinaikin tarif,Negatif,-1
untuk subsidi 3T pertahun masih bisa ketutup dengan PAD sebesar 80T lebih..trus uang hasil PAD elo kemanain bisa habis,subsidi tahun tutup pad besar lebih trus uang hasil pad elo kemanain bisa habis,Negatif,-1
subsidi sdh tepat sasaran malah di rusak 🤣🤣🤣,subsidi tepat sasar malah rusak,Negatif,-1
"3500 aja udh ngos ngosan ngambil dari duit jajan, saya mahasiswa pak butuh makan dan nabung jg 😭",sudah ngos ngosan ngambil duit jajan mahasiswa butuh makan nabung jg,Negatif,-1
"suka2 loe ajalah.makanya paling malas milih pemimpin dari partai ini,awal2nya ok begitu udah berjalan pasti ada aja kebijakannya dengan alasan ABC and bla bla bla",suka loe aja makanya paling malas milih pimpin partai awal begitu udah jalan ada bijak alas abc and bla bla bla,Negatif,-1
suka2 pemerintah aj udh,suka perintah sudah,Negatif,-1
mempersulit warga,sulit warga,Negatif,-1
"Sumpah sekali naik kepotong 2x tap in/out, pp jadi 4x kepotong dalam sehari. Pdhl sama” brt🏊🏻🏊🏻",sumpah sekali naik potong x tempel in out pulang pergi jadi x potong hari pdhl sama brt,Negatif,-1
sweet potato27 transum naik setengah harga normal suruh di maklumin. ada yang buang buang anggaran negara cuman gegera naek jet ampe 90M di biarin. dijajah ini mah 10-28 0 Reply,sweet potato transportasi umum naik tengah harga normal suruh maklumin yang buang buang anggar negara cuman gegera naik jet ampe m biarin jajah mah,Negatif,-1
sya tidak setuju naik tj dan Jak Lingko .kasian para pelajar dlll buat sya pribadi dan kawan yg lain sangat keberatan apalgi yg gajinya pas pasan,sya tidak tuju naik transjakarta jak lingko kasi ajar dulu buat sya pribadi kawan lain sangat berat apalgi gaji pas pas,Negatif,-1
taaaaeeeeeeeeekkkkk,taek,Negatif,-1
taeqqqq,taeq,Negatif,-1
tai lah 😜 pram gk usah bawa grombolan lu aja yg gratis bilang aja lu cari cuan buat partai lu ama emak lu😜😜,tai lah pram gk usah bawa grombolan kamu yang gratis saja kamu cari cuan buat partai kamu ama emak kamu,Negatif,-1
tambah kacau macetnya pak KLo naik tarif,tambah kacau macet kalau naik tarif,Negatif,-1
tambah makin banyak yg milih naek kendaraan pribadi kalo begini mah😊,tambah makin banyak milih naik kendara pribadi kalau begini,Negatif,-1
". Bikin tambah macet jlanan jakarta dan sekitarnya,, jlan dipersempit hnya untuk jalur khusus busway 🤣🤣",tambah macet jlanan jakarta sekitar jlan sempit hnya jalur khusus busway,Negatif,-1
tambah macet lagi KLO Transj naik,tambah macet kalau transj naik,Negatif,-1
tamie yaahh😟😟 10-28 0 Reply,tamie yaahh,Negatif,-1
tandanya apa? yak naek motor aja naek motor biar makin membludak itu jalanan,tanda apa yak naik motor naik motor makin membludak jalan,Negatif,-1
